,image,label
184,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1395.tif,/data/Khartoum_data/training_masks/mask_img1395.tif
185,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img558.tif,/data/Khartoum_data/training_masks/mask_img558.tif
186,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1222.tif,/data/Khartoum_data/training_masks/mask_img1222.tif
187,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1544.tif,/data/Khartoum_data/training_masks/mask_img1544.tif
188,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img404.tif,/data/Khartoum_data/training_masks/mask_img404.tif
189,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img362.tif,/data/Khartoum_data/training_masks/mask_img362.tif
190,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img376.tif,/data/Khartoum_data/training_masks/mask_img376.tif
191,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1008.tif,/data/Khartoum_data/training_masks/mask_img1008.tif
192,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img809.tif,/data/Khartoum_data/training_masks/mask_img809.tif
193,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1034.tif,/data/Khartoum_data/training_masks/mask_img1034.tif
194,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1020.tif,/data/Khartoum_data/training_masks/mask_img1020.tif
195,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img160.tif,/data/Khartoum_data/training_masks/mask_img160.tif
196,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img612.tif,/data/Khartoum_data/training_masks/mask_img612.tif
197,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img174.tif,/data/Khartoum_data/training_masks/mask_img174.tif
198,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img148.tif,/data/Khartoum_data/training_masks/mask_img148.tif
199,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img149.tif,/data/Khartoum_data/training_masks/mask_img149.tif
200,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img613.tif,/data/Khartoum_data/training_masks/mask_img613.tif
201,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img175.tif,/data/Khartoum_data/training_masks/mask_img175.tif
202,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img161.tif,/data/Khartoum_data/training_masks/mask_img161.tif
203,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img607.tif,/data/Khartoum_data/training_masks/mask_img607.tif
204,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img834.tif,/data/Khartoum_data/training_masks/mask_img834.tif
205,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1021.tif,/data/Khartoum_data/training_masks/mask_img1021.tif
206,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img808.tif,/data/Khartoum_data/training_masks/mask_img808.tif
207,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img439.tif,/data/Khartoum_data/training_masks/mask_img439.tif
208,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img377.tif,/data/Khartoum_data/training_masks/mask_img377.tif
209,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img405.tif,/data/Khartoum_data/training_masks/mask_img405.tif
210,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img388.tif,/data/Khartoum_data/training_masks/mask_img388.tif
211,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1545.tif,/data/Khartoum_data/training_masks/mask_img1545.tif
212,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1237.tif,/data/Khartoum_data/training_masks/mask_img1237.tif
213,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1579.tif,/data/Khartoum_data/training_masks/mask_img1579.tif
214,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img559.tif,/data/Khartoum_data/training_masks/mask_img559.tif
215,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img571.tif,/data/Khartoum_data/training_masks/mask_img571.tif
216,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img217.tif,/data/Khartoum_data/training_masks/mask_img217.tif
217,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1357.tif,/data/Khartoum_data/training_masks/mask_img1357.tif
218,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1196.tif,/data/Khartoum_data/training_masks/mask_img1196.tif
219,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1182.tif,/data/Khartoum_data/training_masks/mask_img1182.tif
220,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1633.tif,/data/Khartoum_data/training_masks/mask_img1633.tif
221,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1141.tif,/data/Khartoum_data/training_masks/mask_img1141.tif
222,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img954.tif,/data/Khartoum_data/training_masks/mask_img954.tif
223,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1169.tif,/data/Khartoum_data/training_masks/mask_img1169.tif
224,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img21.tif,/data/Khartoum_data/training_masks/mask_img21.tif
225,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img968.tif,/data/Khartoum_data/training_masks/mask_img968.tif
226,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img927.tif,/data/Khartoum_data/training_masks/mask_img927.tif
227,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1654.tif,/data/Khartoum_data/training_masks/mask_img1654.tif
228,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1132.tif,/data/Khartoum_data/training_masks/mask_img1132.tif
229,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img46.tif,/data/Khartoum_data/training_masks/mask_img46.tif
230,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1683.tif,/data/Khartoum_data/training_masks/mask_img1683.tif
231,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img728.tif,/data/Khartoum_data/training_masks/mask_img728.tif
232,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img700.tif,/data/Khartoum_data/training_masks/mask_img700.tif
233,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img91.tif,/data/Khartoum_data/training_masks/mask_img91.tif
234,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1442.tif,/data/Khartoum_data/training_masks/mask_img1442.tif
235,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1330.tif,/data/Khartoum_data/training_masks/mask_img1330.tif
236,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1456.tif,/data/Khartoum_data/training_masks/mask_img1456.tif
237,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1481.tif,/data/Khartoum_data/training_masks/mask_img1481.tif
238,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1495.tif,/data/Khartoum_data/training_masks/mask_img1495.tif
239,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img516.tif,/data/Khartoum_data/training_masks/mask_img516.tif
240,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1536.tif,/data/Khartoum_data/training_masks/mask_img1536.tif
241,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1250.tif,/data/Khartoum_data/training_masks/mask_img1250.tif
242,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1293.tif,/data/Khartoum_data/training_masks/mask_img1293.tif
243,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1287.tif,/data/Khartoum_data/training_masks/mask_img1287.tif
244,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img462.tif,/data/Khartoum_data/training_masks/mask_img462.tif
245,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img310.tif,/data/Khartoum_data/training_masks/mask_img310.tif
246,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img476.tif,/data/Khartoum_data/training_masks/mask_img476.tif
247,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1052.tif,/data/Khartoum_data/training_masks/mask_img1052.tif
248,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img847.tif,/data/Khartoum_data/training_masks/mask_img847.tif
249,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img853.tif,/data/Khartoum_data/training_masks/mask_img853.tif
250,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1046.tif,/data/Khartoum_data/training_masks/mask_img1046.tif
251,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img884.tif,/data/Khartoum_data/training_masks/mask_img884.tif
252,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img890.tif,/data/Khartoum_data/training_masks/mask_img890.tif
253,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img648.tif,/data/Khartoum_data/training_masks/mask_img648.tif
254,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1085.tif,/data/Khartoum_data/training_masks/mask_img1085.tif
255,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img106.tif,/data/Khartoum_data/training_masks/mask_img106.tif
256,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img660.tif,/data/Khartoum_data/training_masks/mask_img660.tif
257,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img112.tif,/data/Khartoum_data/training_masks/mask_img112.tif
258,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img661.tif,/data/Khartoum_data/training_masks/mask_img661.tif
259,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img649.tif,/data/Khartoum_data/training_masks/mask_img649.tif
260,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1084.tif,/data/Khartoum_data/training_masks/mask_img1084.tif
261,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1090.tif,/data/Khartoum_data/training_masks/mask_img1090.tif
262,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img885.tif,/data/Khartoum_data/training_masks/mask_img885.tif
263,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img852.tif,/data/Khartoum_data/training_masks/mask_img852.tif
264,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1053.tif,/data/Khartoum_data/training_masks/mask_img1053.tif
265,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img846.tif,/data/Khartoum_data/training_masks/mask_img846.tif
266,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img311.tif,/data/Khartoum_data/training_masks/mask_img311.tif
267,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img305.tif,/data/Khartoum_data/training_masks/mask_img305.tif
268,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img339.tif,/data/Khartoum_data/training_masks/mask_img339.tif
269,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1279.tif,/data/Khartoum_data/training_masks/mask_img1279.tif
270,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1537.tif,/data/Khartoum_data/training_masks/mask_img1537.tif
271,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img265.tif,/data/Khartoum_data/training_masks/mask_img265.tif
272,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img517.tif,/data/Khartoum_data/training_masks/mask_img517.tif
273,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1331.tif,/data/Khartoum_data/training_masks/mask_img1331.tif
274,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img701.tif,/data/Khartoum_data/training_masks/mask_img701.tif
275,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img90.tif,/data/Khartoum_data/training_masks/mask_img90.tif
276,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img729.tif,/data/Khartoum_data/training_masks/mask_img729.tif
277,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1669.tif,/data/Khartoum_data/training_masks/mask_img1669.tif
278,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img47.tif,/data/Khartoum_data/training_masks/mask_img47.tif
279,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1655.tif,/data/Khartoum_data/training_masks/mask_img1655.tif
280,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img926.tif,/data/Khartoum_data/training_masks/mask_img926.tif
281,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1133.tif,/data/Khartoum_data/training_masks/mask_img1133.tif
282,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1641.tif,/data/Khartoum_data/training_masks/mask_img1641.tif
283,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img932.tif,/data/Khartoum_data/training_masks/mask_img932.tif
284,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1131.tif,/data/Khartoum_data/training_masks/mask_img1131.tif
285,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1643.tif,/data/Khartoum_data/training_masks/mask_img1643.tif
286,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img79.tif,/data/Khartoum_data/training_masks/mask_img79.tif
287,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img51.tif,/data/Khartoum_data/training_masks/mask_img51.tif
288,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img918.tif,/data/Khartoum_data/training_masks/mask_img918.tif
289,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1680.tif,/data/Khartoum_data/training_masks/mask_img1680.tif
290,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img703.tif,/data/Khartoum_data/training_masks/mask_img703.tif
291,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img717.tif,/data/Khartoum_data/training_masks/mask_img717.tif
292,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img86.tif,/data/Khartoum_data/training_masks/mask_img86.tif
293,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1455.tif,/data/Khartoum_data/training_masks/mask_img1455.tif
294,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img298.tif,/data/Khartoum_data/training_masks/mask_img298.tif
295,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1327.tif,/data/Khartoum_data/training_masks/mask_img1327.tif
296,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1441.tif,/data/Khartoum_data/training_masks/mask_img1441.tif
297,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img515.tif,/data/Khartoum_data/training_masks/mask_img515.tif
298,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1521.tif,/data/Khartoum_data/training_masks/mask_img1521.tif
299,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1509.tif,/data/Khartoum_data/training_masks/mask_img1509.tif
300,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1284.tif,/data/Khartoum_data/training_masks/mask_img1284.tif
301,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1290.tif,/data/Khartoum_data/training_masks/mask_img1290.tif
302,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img475.tif,/data/Khartoum_data/training_masks/mask_img475.tif
303,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img313.tif,/data/Khartoum_data/training_masks/mask_img313.tif
304,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1045.tif,/data/Khartoum_data/training_masks/mask_img1045.tif
305,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img850.tif,/data/Khartoum_data/training_masks/mask_img850.tif
306,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1051.tif,/data/Khartoum_data/training_masks/mask_img1051.tif
307,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1079.tif,/data/Khartoum_data/training_masks/mask_img1079.tif
308,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1086.tif,/data/Khartoum_data/training_masks/mask_img1086.tif
309,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img887.tif,/data/Khartoum_data/training_masks/mask_img887.tif
310,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img139.tif,/data/Khartoum_data/training_masks/mask_img139.tif
311,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img111.tif,/data/Khartoum_data/training_masks/mask_img111.tif
312,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img677.tif,/data/Khartoum_data/training_masks/mask_img677.tif
313,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img663.tif,/data/Khartoum_data/training_masks/mask_img663.tif
314,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img105.tif,/data/Khartoum_data/training_masks/mask_img105.tif
315,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img662.tif,/data/Khartoum_data/training_masks/mask_img662.tif
316,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img104.tif,/data/Khartoum_data/training_masks/mask_img104.tif
317,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img110.tif,/data/Khartoum_data/training_masks/mask_img110.tif
318,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img138.tif,/data/Khartoum_data/training_masks/mask_img138.tif
319,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1093.tif,/data/Khartoum_data/training_masks/mask_img1093.tif
320,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1087.tif,/data/Khartoum_data/training_masks/mask_img1087.tif
321,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img892.tif,/data/Khartoum_data/training_masks/mask_img892.tif
322,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img879.tif,/data/Khartoum_data/training_masks/mask_img879.tif
323,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1044.tif,/data/Khartoum_data/training_masks/mask_img1044.tif
324,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img689.tif,/data/Khartoum_data/training_masks/mask_img689.tif
325,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img460.tif,/data/Khartoum_data/training_masks/mask_img460.tif
326,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img474.tif,/data/Khartoum_data/training_masks/mask_img474.tif
327,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img312.tif,/data/Khartoum_data/training_masks/mask_img312.tif
328,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1285.tif,/data/Khartoum_data/training_masks/mask_img1285.tif
329,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1508.tif,/data/Khartoum_data/training_masks/mask_img1508.tif
330,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1252.tif,/data/Khartoum_data/training_masks/mask_img1252.tif
331,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1534.tif,/data/Khartoum_data/training_masks/mask_img1534.tif
332,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1520.tif,/data/Khartoum_data/training_masks/mask_img1520.tif
333,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1246.tif,/data/Khartoum_data/training_masks/mask_img1246.tif
334,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img514.tif,/data/Khartoum_data/training_masks/mask_img514.tif
335,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1483.tif,/data/Khartoum_data/training_masks/mask_img1483.tif
336,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1468.tif,/data/Khartoum_data/training_masks/mask_img1468.tif
337,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1326.tif,/data/Khartoum_data/training_masks/mask_img1326.tif
338,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1454.tif,/data/Khartoum_data/training_masks/mask_img1454.tif
339,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img299.tif,/data/Khartoum_data/training_masks/mask_img299.tif
340,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1332.tif,/data/Khartoum_data/training_masks/mask_img1332.tif
341,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img87.tif,/data/Khartoum_data/training_masks/mask_img87.tif
342,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img702.tif,/data/Khartoum_data/training_masks/mask_img702.tif
343,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1681.tif,/data/Khartoum_data/training_masks/mask_img1681.tif
344,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img50.tif,/data/Khartoum_data/training_masks/mask_img50.tif
345,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img78.tif,/data/Khartoum_data/training_masks/mask_img78.tif
346,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1124.tif,/data/Khartoum_data/training_masks/mask_img1124.tif
347,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1130.tif,/data/Khartoum_data/training_masks/mask_img1130.tif
348,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1656.tif,/data/Khartoum_data/training_masks/mask_img1656.tif
349,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img925.tif,/data/Khartoum_data/training_masks/mask_img925.tif
350,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img54.tif,/data/Khartoum_data/training_masks/mask_img54.tif
351,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img40.tif,/data/Khartoum_data/training_masks/mask_img40.tif
352,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1652.tif,/data/Khartoum_data/training_masks/mask_img1652.tif
353,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img935.tif,/data/Khartoum_data/training_masks/mask_img935.tif
354,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1646.tif,/data/Khartoum_data/training_masks/mask_img1646.tif
355,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img97.tif,/data/Khartoum_data/training_masks/mask_img97.tif
356,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img83.tif,/data/Khartoum_data/training_masks/mask_img83.tif
357,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1478.tif,/data/Khartoum_data/training_masks/mask_img1478.tif
358,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img510.tif,/data/Khartoum_data/training_masks/mask_img510.tif
359,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img538.tif,/data/Khartoum_data/training_masks/mask_img538.tif
360,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1518.tif,/data/Khartoum_data/training_masks/mask_img1518.tif
361,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1524.tif,/data/Khartoum_data/training_masks/mask_img1524.tif
362,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1530.tif,/data/Khartoum_data/training_masks/mask_img1530.tif
363,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1256.tif,/data/Khartoum_data/training_masks/mask_img1256.tif
364,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img316.tif,/data/Khartoum_data/training_masks/mask_img316.tif
365,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img470.tif,/data/Khartoum_data/training_masks/mask_img470.tif
366,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img302.tif,/data/Khartoum_data/training_masks/mask_img302.tif
367,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1295.tif,/data/Khartoum_data/training_masks/mask_img1295.tif
